transfers_out,﻿yellow_cards,﻿code,﻿goals_conceded,﻿photo,﻿saves,﻿influence,﻿ep_this,﻿squad_number,﻿news_added,﻿goals_scored,﻿loans_in,﻿web_name,﻿value_season,﻿in_dreamteam,﻿team_code,﻿id,﻿special,﻿first_name,﻿transfers_out_event,﻿chance_of_playing_next_round,﻿cost_change_start,﻿cost_change_event_fall,﻿creativity,﻿cost_change_start_fall,﻿bonus,﻿ict_index,﻿total_points,﻿penalties_missed,﻿transfers_in,﻿status,﻿form,﻿own_goals,﻿loaned_in,﻿now_cost,﻿points_per_game,﻿clean_sheets,﻿assists,﻿selected_by_percent,﻿value_form,﻿loans_out,﻿news,﻿ea_index,﻿penalties_saved,﻿dreamteam_count,﻿event_points,﻿red_cards,﻿loaned_out,﻿transfers_in_event,﻿bps,﻿element_type,﻿ep_next,﻿threat,﻿team,﻿chance_of_playing_this_round,﻿minutes,﻿second_name,﻿cost_change_event
18851,1,58786,7,﻿58786.jpg,0,﻿101.2,﻿2.8,34,,0,0,﻿Kelly,﻿5.5,False,31,120,False,﻿Martin,2620,,-3,0,﻿13.5,3,1,﻿15.1,23,0,29006,﻿a,﻿2.8,0,0,42,﻿3.3,3,0,﻿0.5,﻿0.7,0,﻿,0,0,0,2,0,0,7950,108,2,﻿2.3,﻿35.0,6,,558,﻿Kelly,0
23376,0,7906,4,﻿7906.jpg,0,﻿40.0,﻿0.0,27,﻿2017-12-31T12:01:16Z,0,0,﻿Delaney,﻿0.0,False,31,121,False,﻿Damien,184,100,-3,0,﻿0.3,3,0,﻿4.0,0,0,3120,﻿a,﻿0.0,0,0,42,﻿0.0,0,0,﻿0.2,﻿0.0,0,﻿,0,0,0,0,0,0,163,19,2,﻿-0.5,﻿0.0,6,0,90,﻿Delaney,0
1162,0,79228,0,﻿79228.jpg,0,﻿0.0,﻿0.0,23,﻿2017-07-12T10:31:11Z,0,0,﻿Souaré,﻿0.0,False,31,122,False,﻿Pape,53,100,0,0,﻿0.0,0,0,﻿0.0,0,0,1037,﻿a,﻿0.0,0,0,45,﻿0.0,0,0,﻿0.0,﻿0.0,0,﻿,0,0,0,0,0,0,71,0,2,﻿-0.5,﻿0.0,6,100,0,﻿Souaré,0
26181,3,86417,26,﻿86417.jpg,0,﻿302.6,﻿2.0,15,﻿2018-01-09T00:01:18Z,0,0,﻿Schlupp,﻿8.3,False,31,123,False,﻿Jeffrey,1676,50,-3,0,﻿171.8,3,0,﻿60.8,39,0,26808,﻿d,﻿2.0,0,0,47,﻿2.1,3,0,﻿0.4,﻿0.4,0,﻿Foot injury - 50% chance of playing,0,0,0,2,0,0,908,228,2,﻿0.8,﻿132.0,6,100,1560,﻿Schlupp,0
160018,4,74230,16,﻿74230.jpg,0,﻿111.8,﻿1.2,3,﻿2017-10-28T15:31:15Z,0,0,﻿van Aanholt,﻿2.7,False,31,124,False,﻿Patrick,693,100,-4,0,﻿100.7,4,0,﻿27.9,14,0,17307,﻿a,﻿1.2,0,0,51,﻿1.2,1,0,﻿0.8,﻿0.2,0,﻿,0,0,0,1,0,0,685,100,2,﻿0.7,﻿65.0,6,100,751,﻿van Aanholt,0
63021,5,19197,14,﻿19197.jpg,0,﻿46.4,﻿0.0,42,﻿2017-12-31T14:31:16Z,0,0,﻿Puncheon,﻿2.4,False,31,125,False,﻿Jason,1009,0,-5,0,﻿93.9,5,0,﻿25.1,11,0,12744,﻿i,﻿0.0,0,0,45,﻿1.1,0,0,﻿0.3,﻿0.0,0,﻿Knee injury - Unknown return date,0,0,0,0,0,0,36,38,3,﻿0.0,﻿112.0,6,25,574,﻿Puncheon,0
1219501,3,82403,18,﻿82403.jpg,0,﻿314.0,﻿3.8,11,﻿2017-08-14T13:31:13Z,4,0,﻿Zaha,﻿9.1,False,31,126,False,﻿Wilfried,20073,100,-1,0,﻿367.7,1,0,﻿137.5,63,0,440413,﻿a,﻿3.8,0,0,69,﻿3.9,5,3,﻿5.6,﻿0.6,0,﻿,0,0,0,2,0,0,23543,180,3,﻿3.3,﻿694.0,6,100,1426,﻿Zaha,0
254483,3,50471,13,﻿50471.jpg,0,﻿233.4,﻿2.8,18,﻿2018-01-02T20:01:18Z,3,0,﻿McArthur,﻿10.9,False,31,127,False,﻿James,11353,100,-2,0,﻿138.0,2,6,﻿61.0,47,0,184249,﻿a,﻿3.8,0,0,43,﻿2.8,2,0,﻿2.9,﻿0.9,0,﻿,0,0,1,9,0,0,21838,185,3,﻿3.3,﻿240.0,6,75,1026,﻿McArthur,0
39563,0,75773,2,﻿75773.jpg,0,﻿1.8,﻿0.2,14,﻿2017-12-12T20:01:14Z,0,0,﻿Lee Chung-yong,﻿0.9,False,31,128,False,﻿Chung-yong,645,100,-2,0,﻿30.7,2,0,﻿4.2,4,0,42117,﻿a,﻿0.2,0,0,43,﻿1.3,0,0,﻿0.3,﻿0.0,0,﻿,0,0,0,0,0,0,87,11,3,﻿-0.3,﻿10.0,6,100,110,﻿Lee,0
30302,4,27341,21,﻿27341.jpg,0,﻿279.6,﻿2.0,7,﻿2017-12-31T12:01:16Z,0,0,﻿Cabaye,﻿8.5,False,31,129,False,﻿Yohan,525,100,-1,0,﻿548.9,1,3,﻿105.0,46,0,17060,﻿a,﻿2.0,0,0,54,﻿2.4,4,3,﻿0.3,﻿0.4,0,﻿,0,0,0,1,0,0,424,267,3,﻿1.5,﻿220.0,6,100,1423,﻿Cabaye,0
7215,0,44343,6,﻿44343.jpg,0,﻿94.4,﻿2.5,26,﻿2017-09-16T11:31:14Z,2,0,﻿Sako,﻿4.9,False,31,130,False,﻿Bakary,368,100,-1,0,﻿61.8,1,0,﻿26.9,24,0,6800,﻿a,﻿2.5,0,0,49,﻿1.8,0,0,﻿0.1,﻿0.5,0,﻿,0,0,0,1,0,0,373,76,3,﻿2.0,﻿117.0,6,100,246,﻿Sako,0
127725,1,60252,31,﻿60252.jpg,0,﻿374.2,﻿5.3,10,﻿2018-01-09T00:01:18Z,1,0,﻿Townsend,﻿12.9,False,31,131,False,﻿Andros,7468,50,-4,0,﻿628.2,4,6,﻿135.8,72,0,69407,﻿d,﻿5.3,0,0,56,﻿3.3,4,5,﻿1.3,﻿0.9,0,﻿Ankle injury - 50% chance of playing,0,0,0,5,0,0,13866,335,3,﻿2.4,﻿354.0,6,,1888,﻿Townsend,0
87249,5,66975,30,﻿66975.jpg,0,﻿411.0,﻿3.5,4,﻿2017-12-13T10:01:14Z,4,0,﻿Milivojevic,﻿13.3,False,31,132,False,﻿Luka,8388,100,-4,0,﻿186.3,4,8,﻿86.7,61,1,90263,﻿a,﻿3.5,0,0,46,﻿3.0,3,0,﻿1.3,﻿0.8,0,﻿,0,0,0,10,0,0,44126,276,3,﻿3.0,﻿270.0,6,100,1639,﻿Milivojevic,0
1742,0,59125,0,﻿59125.jpg,0,﻿0.0,﻿0.0,21,﻿2017-07-12T10:31:11Z,0,0,﻿Wickham,﻿0.0,False,31,133,False,﻿Connor,59,0,-1,0,﻿0.0,1,0,﻿0.0,0,0,766,﻿i,﻿0.0,0,0,54,﻿0.0,0,0,﻿0.0,﻿0.0,0,﻿Knee injury - Unknown return date,0,0,0,0,0,0,41,0,4,﻿0.0,﻿0.0,6,0,0,﻿Wickham,0
407127,5,54861,19,﻿54861.jpg,0,﻿123.6,﻿3.7,17,﻿2017-12-16T14:01:15Z,1,0,﻿Benteke,﻿4.7,False,31,134,False,﻿Christian,4183,100,-4,0,﻿188.7,4,3,﻿77.1,36,1,71990,﻿a,﻿3.7,0,0,76,﻿2.3,4,2,﻿2.2,﻿0.5,0,﻿,0,0,0,5,0,0,10841,46,4,﻿3.2,﻿460.0,6,100,1298,﻿Benteke,0
363746,0,111234,34,﻿111234.jpg,71,﻿535.8,﻿4.8,1,﻿2017-08-29T08:31:13Z,0,0,﻿Pickford,﻿18.0,False,11,135,False,﻿Jordan,16458,100,-1,0,﻿30.0,1,12,﻿56.6,88,0,274686,﻿a,﻿5.8,0,0,49,﻿4.0,6,0,﻿8.1,﻿1.2,0,﻿,0,1,2,2,0,0,19713,442,1,﻿5.3,﻿0.0,7,100,1980,﻿Pickford,0
8222,0,78315,0,﻿78315.jpg,0,﻿0.0,﻿-1.0,33,,0,0,﻿Robles,﻿0.0,False,11,136,False,﻿Joel,145,,-2,0,﻿0.0,2,0,﻿0.0,0,0,1151,﻿a,﻿0.0,0,0,43,﻿0.0,0,0,﻿0.2,﻿0.0,0,﻿,0,0,0,0,0,0,63,0,1,﻿-0.5,﻿0.0,7,,0,﻿Robles,0
19931,0,10318,0,﻿10318.jpg,0,﻿0.0,﻿-1.0,22,﻿2018-01-02T15:31:16Z,0,0,﻿Stekelenburg,﻿0.0,False,11,137,False,﻿Maarten,526,0,-3,0,﻿0.0,3,0,﻿0.0,0,0,2262,﻿i,﻿0.0,0,0,42,﻿0.0,0,0,﻿0.3,﻿0.0,0,﻿Groin Injury - Expected back 13 Jan,0,0,0,0,0,0,54,0,1,﻿0.0,﻿0.0,7,100,0,﻿Stekelenburg,0
419519,1,12745,25,﻿12745.jpg,0,﻿240.6,﻿0.0,3,﻿2017-11-26T14:01:14Z,2,0,﻿Baines,﻿6.3,False,11,138,False,﻿Leighton,5093,0,-3,0,﻿194.8,3,2,﻿51.0,36,0,65096,﻿i,﻿0.0,0,0,57,﻿2.8,1,1,﻿3.1,﻿0.0,0,﻿Calf injury - Unknown return date,0,0,1,0,0,0,42,189,2,﻿0.0,﻿74.0,7,0,1099,﻿Baines,0
8618,0,59949,0,﻿59949.jpg,0,﻿0.0,﻿0.0,23,﻿2017-07-12T10:31:11Z,0,0,﻿Coleman,﻿0.0,False,11,139,False,﻿Seamus,167,0,-1,0,﻿0.0,1,0,﻿0.0,0,0,1046,﻿i,﻿0.0,0,0,64,﻿0.0,0,0,﻿0.2,﻿0.0,0,﻿Broken Leg - Unknown return date,0,0,0,0,0,0,68,0,2,﻿0.0,﻿0.0,7,0,0,﻿Coleman,0
332182,0,7645,25,﻿7645.jpg,0,﻿312.6,﻿0.8,6,﻿2017-11-26T13:31:14Z,0,0,﻿Jagielka,﻿5.7,False,11,140,False,﻿Phil,3652,100,-3,0,﻿7.6,3,4,﻿36.6,27,0,103212,﻿a,﻿1.8,0,0,47,﻿1.9,2,0,﻿2.5,﻿0.4,0,﻿,0,0,1,0,0,0,855,224,2,﻿1.3,﻿46.0,7,100,1084,﻿Jagielka,0
4661,0,114093,0,﻿114093.jpg,0,﻿0.0,﻿0.0,38,﻿2017-07-21T08:14:55Z,0,0,﻿Pennington,﻿0.0,False,11,141,False,﻿Matthew,99,0,0,0,﻿0.0,0,0,﻿0.0,0,0,1350,﻿u,﻿0.0,0,0,40,﻿0.0,0,0,﻿0.1,﻿0.0,0,﻿Season-long loan to Leeds United,0,0,0,0,0,0,27,0,2,﻿0.0,﻿0.0,7,0,0,﻿Pennington,0
1029,0,121221,0,﻿121221.jpg,0,﻿0.0,﻿0.0,25,﻿2017-07-12T10:31:11Z,0,0,﻿Funes Mori,﻿0.0,False,11,142,False,﻿Ramiro,24,0,-1,0,﻿0.0,1,0,﻿0.0,0,0,417,﻿i,﻿0.0,0,0,49,﻿0.0,0,0,﻿0.0,﻿0.0,0,﻿Knee injury - Unknown return date,0,0,0,0,0,0,27,0,2,﻿0.0,﻿0.0,7,0,0,﻿Funes Mori,0
227530,3,19159,21,﻿19159.jpg,0,﻿426.8,﻿1.8,5,,1,0,﻿Williams,﻿10.0,False,11,143,False,﻿Ashley,9703,,-3,0,﻿25.8,3,3,﻿57.0,52,0,129591,﻿a,﻿2.8,0,0,52,﻿2.9,5,0,﻿3.0,﻿0.5,0,﻿,0,0,1,1,0,0,2148,285,2,﻿2.3,﻿118.0,7,,1428,﻿Williams,0
122980,3,194164,9,﻿194164.jpg,0,﻿238.0,﻿1.0,30,﻿2017-11-29T20:01:14Z,0,0,﻿Holgate,﻿7.7,False,11,144,False,﻿Mason,8680,100,-2,0,﻿93.2,2,0,﻿43.3,33,0,155017,﻿a,﻿2.0,0,0,43,﻿3.0,4,0,﻿1.9,﻿0.5,0,﻿,0,0,0,0,0,0,5765,175,2,﻿1.5,﻿101.0,7,100,990,﻿Holgate,0
109585,2,153673,19,﻿153673.jpg,0,﻿282.6,﻿2.8,43,﻿2017-10-22T12:31:15Z,0,0,﻿Kenny,﻿9.8,False,11,145,False,﻿Jonjoe,30422,100,1,0,﻿140.8,-1,2,﻿46.1,45,0,439735,﻿a,﻿3.8,0,0,46,﻿3.2,5,2,﻿6.3,﻿0.8,0,﻿,0,0,1,0,0,0,8119,262,2,﻿3.3,﻿36.0,7,100,1184,﻿Kenny,0
529987,2,106611,28,﻿106611.jpg,0,﻿373.8,﻿1.7,4,﻿2018-01-04T12:01:17Z,0,0,﻿Keane,﻿6.6,False,11,146,False,﻿Michael,7530,75,-2,0,﻿22.2,2,5,﻿42.6,35,0,145543,﻿d,﻿2.7,0,0,53,﻿2.2,3,0,﻿4.8,﻿0.5,0,﻿Foot injury - 75% chance of playing,0,0,0,1,0,0,947,272,2,﻿1.7,﻿28.0,7,100,1344,﻿Keane,0
5089,0,55452,2,﻿55452.jpg,0,﻿5.0,﻿0.0,7,﻿2017-12-23T12:31:17Z,0,0,﻿Bolasie,﻿0.9,False,11,147,False,﻿Yannick,579,100,-1,0,﻿21.1,1,0,﻿3.0,6,0,3385,﻿a,﻿1.0,0,0,64,﻿2.0,1,0,﻿0.1,﻿0.2,0,﻿,0,0,0,2,0,0,1432,14,3,﻿0.5,﻿7.0,7,100,140,﻿Bolasie,0
113092,1,26901,8,﻿26901.jpg,0,﻿16.4,﻿-1.0,11,﻿2018-01-08T09:47:21Z,0,0,﻿Mirallas,﻿0.8,False,11,148,False,﻿Kevin,913,0,-5,0,﻿20.2,5,0,﻿7.9,5,0,8915,﻿u,﻿0.0,0,0,60,﻿1.0,0,0,﻿0.8,﻿0.0,0,﻿Season-long loan to Olympiakos,0,0,0,0,0,0,105,19,3,﻿0.0,﻿42.0,7,,135,﻿Mirallas,0
10151,0,88894,0,﻿88894.jpg,0,﻿0.0,﻿0.0,8,﻿2017-07-12T10:31:11Z,0,0,﻿Barkley,﻿0.0,False,8,149,False,﻿Ross,321,0,-2,0,﻿0.0,2,0,﻿0.0,0,0,1650,﻿i,﻿0.0,0,0,73,﻿0.0,0,0,﻿0.1,﻿0.0,0,﻿Lack of match fitness - Expected back 13 Jan,0,0,0,0,0,0,700,0,3,﻿0.0,﻿0.0,5,0,0,﻿Barkley,0
1942,0,50472,2,﻿50472.jpg,0,﻿5.6,﻿-0.7,16,﻿2017-12-30T15:01:17Z,0,0,﻿McCarthy,﻿0.4,False,11,150,False,﻿James,40,100,-1,0,﻿3.6,1,0,﻿1.0,2,0,470,﻿a,﻿0.3,0,0,49,﻿1.0,0,0,﻿0.0,﻿0.1,0,﻿,0,0,0,1,0,0,82,7,3,﻿-0.2,﻿0.0,7,100,73,﻿McCarthy,0
115998,3,1632,24,﻿1632.jpg,0,﻿298.2,﻿2.2,18,﻿2017-12-02T17:01:15Z,1,0,﻿Barry,﻿10.0,False,35,151,False,﻿Gareth,1923,100,0,0,﻿229.4,0,0,﻿70.5,45,0,63345,﻿a,﻿2.2,0,0,45,﻿2.4,3,2,﻿1.0,﻿0.5,0,﻿,0,0,0,1,0,0,795,231,3,﻿2.2,﻿176.0,19,100,1447,﻿Barry,0
12676,0,87447,0,﻿87447.jpg,0,﻿18.2,﻿-1.0,21,,0,0,﻿Besic,﻿0.5,False,11,152,False,﻿Muhamed,297,,-2,0,﻿11.5,2,0,﻿3.0,2,0,10204,﻿a,﻿0.0,0,0,43,﻿1.0,0,0,﻿0.2,﻿0.0,0,﻿,0,0,0,0,0,0,138,10,3,﻿-0.5,﻿0.0,7,,46,﻿Besic,0
8140,0,17349,12,﻿17349.jpg,0,﻿67.2,﻿1.2,12,﻿2017-10-13T15:01:14Z,0,0,﻿Lennon,﻿5.6,False,11,153,False,﻿Aaron,351,100,-1,0,﻿66.8,1,0,﻿22.4,30,0,5646,﻿a,﻿2.2,0,0,54,﻿2.1,3,2,﻿0.1,﻿0.4,0,﻿,0,0,0,1,0,0,104,81,3,﻿1.7,﻿90.0,7,100,755,﻿Lennon,0
53500,2,42774,22,﻿42774.jpg,0,﻿224.0,﻿1.5,2,﻿2017-11-26T13:31:14Z,0,0,﻿Schneiderlin,﻿6.4,False,11,154,False,﻿Morgan,708,100,-3,0,﻿94.8,3,0,﻿34.0,30,0,19258,﻿a,﻿2.5,0,0,47,﻿1.8,4,0,﻿0.5,﻿0.5,0,﻿,0,0,0,2,1,0,552,210,3,﻿2.0,﻿22.0,7,100,1313,﻿Schneiderlin,0
60008,4,80801,27,﻿80801.jpg,0,﻿327.2,﻿1.5,17,﻿2017-12-30T15:01:17Z,1,0,﻿Gueye,﻿9.2,False,11,155,False,﻿Idrissa,938,100,-2,0,﻿163.6,2,2,﻿56.5,44,0,28566,﻿a,﻿2.5,0,0,48,﻿2.2,5,0,﻿0.8,﻿0.5,0,﻿,0,0,0,0,1,0,483,311,3,﻿2.0,﻿75.0,7,100,1669,﻿Gueye,0
63622,6,173807,15,﻿173807.jpg,0,﻿126.2,﻿0.3,26,﻿2017-11-18T18:01:14Z,0,0,﻿Davies,﻿6.2,False,11,156,False,﻿Tom,620,100,-3,0,﻿95.7,3,0,﻿33.5,32,0,32817,﻿a,﻿1.3,0,0,52,﻿1.6,4,2,﻿0.4,﻿0.3,0,﻿,0,0,0,2,0,0,345,118,3,﻿0.8,﻿118.0,7,100,1036,﻿Davies,0
8689,0,219352,6,﻿219352.jpg,0,﻿12.0,﻿-0.8,31,,0,0,﻿Lookman,﻿2.0,False,11,157,False,﻿Ademola,110,,-4,0,﻿20.5,4,0,﻿7.5,10,0,2121,﻿a,﻿0.2,0,0,51,﻿1.4,0,1,﻿0.1,﻿0.0,0,﻿,0,0,0,0,0,0,76,30,3,﻿-0.3,﻿43.0,7,,153,﻿Lookman,0
81912,0,109065,4,﻿109065.jpg,0,﻿10.8,﻿-1.0,20,﻿2017-09-09T13:01:15Z,0,0,﻿Klaassen,﻿0.6,False,11,158,False,﻿Davy,245,100,-5,0,﻿19.0,5,0,﻿4.8,4,0,5303,﻿a,﻿0.0,0,0,70,﻿1.0,0,0,﻿0.3,﻿0.0,0,﻿,0,0,0,0,0,0,66,10,3,﻿-0.5,﻿19.0,7,100,187,﻿Klaassen,0
544979,3,177815,20,﻿177815.jpg,0,﻿258.2,﻿1.0,29,,3,0,﻿Calvert-Lewin,﻿12.2,False,11,159,False,﻿Dominic,82365,,5,0,﻿247.1,-5,3,﻿99.6,67,0,1143271,﻿a,﻿2.0,0,0,55,﻿3.0,6,6,﻿12.1,﻿0.4,0,﻿,0,0,1,1,0,0,30450,190,4,﻿1.5,﻿496.0,7,,1520,﻿Calvert-Lewin,0
72807,0,108438,7,﻿108438.jpg,0,﻿8.8,﻿-0.7,9,﻿2017-08-27T12:31:14Z,0,0,﻿Sandro,﻿1.4,False,11,160,False,﻿Sandro,414,100,-4,0,﻿28.3,4,0,﻿9.8,10,0,7293,﻿a,﻿0.3,0,0,71,﻿1.3,1,0,﻿0.4,﻿0.0,0,﻿,0,0,0,0,0,0,240,21,4,﻿-0.2,﻿67.0,7,100,275,﻿Ramírez,0
1702412,4,13017,20,﻿13017.jpg,0,﻿470.8,﻿2.8,10,﻿2017-12-23T12:01:18Z,10,0,﻿Rooney,﻿12.4,False,11,161,False,﻿Wayne,77116,100,0,0,﻿371.6,0,19,﻿120.5,93,2,1679517,﻿a,﻿3.8,0,0,75,﻿5.2,4,3,﻿16.3,﻿0.5,0,﻿,0,0,2,1,0,0,69841,378,4,﻿3.3,﻿365.0,7,100,1338,﻿Rooney,0
49747,0,168977,0,﻿168977.jpg,0,﻿0.0,﻿-0.5,13,﻿2017-07-17T06:31:12Z,0,0,﻿Coleman,﻿0.0,False,38,162,False,﻿Joel,1433,100,0,0,﻿0.0,0,0,﻿0.0,0,0,21906,﻿a,﻿0.0,0,0,40,﻿0.0,0,0,﻿1.4,﻿0.0,0,﻿,0,0,0,0,0,0,861,0,1,﻿0.0,﻿0.0,8,100,0,﻿Coleman,0
309312,0,57513,35,﻿57513.jpg,58,﻿489.4,﻿2.7,1,,0,0,﻿Lössl,﻿18.3,False,38,163,False,﻿Jonas,14402,,1,0,﻿20.0,-1,7,﻿51.0,84,0,532321,﻿a,﻿3.2,0,0,46,﻿3.8,7,1,﻿8.1,﻿0.7,0,﻿,0,1,1,1,0,0,5313,431,1,﻿3.2,﻿0.0,8,,1980,﻿Lössl,0
269356,4,85368,31,﻿85368.jpg,0,﻿572.8,﻿2.2,26,﻿2017-11-04T16:31:18Z,0,0,﻿Schindler,﻿14.1,False,38,164,False,﻿Christopher,9997,100,1,0,﻿78.1,-1,12,﻿73.1,65,0,395703,﻿a,﻿2.7,0,0,46,﻿3.1,6,2,﻿3.7,﻿0.6,0,﻿,0,0,4,1,1,0,18054,424,2,﻿2.7,﻿76.0,8,100,1856,﻿Schindler,0
227043,0,54284,20,﻿54284.jpg,0,﻿210.4,﻿0.3,15,﻿2018-01-02T15:01:19Z,0,0,﻿Löwe,﻿11.1,False,38,165,False,﻿Chris,12060,25,-1,0,﻿64.6,1,0,﻿30.6,49,0,275038,﻿d,﻿0.8,0,0,44,﻿2.7,6,0,﻿2.0,﻿0.2,0,﻿Foot injury - 25% chance of playing,0,0,0,1,0,0,348,256,2,﻿0.2,﻿32.0,8,100,1234,﻿Löwe,0
31117,4,104545,22,﻿104545.jpg,0,﻿246.6,﻿1.0,2,,0,0,﻿Smith,﻿8.5,False,38,166,False,﻿Tommy,487,,-2,0,﻿229.4,2,2,﻿51.1,41,0,15758,﻿a,﻿1.5,0,0,48,﻿2.3,4,1,﻿0.3,﻿0.3,0,﻿,0,0,0,1,0,0,270,249,2,﻿1.5,﻿32.0,8,,1449,﻿Smith,0
8585,0,87856,0,﻿87856.jpg,0,﻿4.0,﻿-0.5,44,﻿2017-12-30T15:01:17Z,0,0,﻿Hefele,﻿0.2,False,38,167,False,﻿Michael,62,100,-3,0,﻿0.0,3,0,﻿0.4,1,0,2345,﻿a,﻿0.0,0,0,42,﻿1.0,0,0,﻿0.1,﻿0.0,0,﻿,0,0,0,0,0,0,69,4,2,﻿0.0,﻿0.0,8,100,1,﻿Hefele,0
19142,0,18006,7,﻿18006.jpg,0,﻿44.0,﻿-0.5,14,﻿2018-01-07T20:01:19Z,0,0,﻿Cranie,﻿0.5,False,38,168,False,﻿Martin,1000,75,0,0,﻿1.7,0,0,﻿4.7,2,0,23640,﻿d,﻿0.0,0,0,40,﻿0.7,0,0,﻿0.3,﻿0.0,0,﻿Ankle injury - 75% chance of playing,0,0,0,0,0,0,563,35,2,﻿0.0,﻿2.0,8,100,179,﻿Cranie,0
6368,0,192301,0,﻿192301.jpg,0,﻿0.0,﻿0.0,27,﻿2017-07-17T06:31:12Z,0,0,﻿Stankovic,﻿0.0,False,38,169,False,﻿Jon Gorenc,375,0,-1,0,﻿0.0,1,0,﻿0.0,0,0,5109,﻿i,﻿0.0,0,0,39,﻿0.0,0,0,﻿0.1,﻿0.0,0,﻿Anterior cruciate ligament  - Expected back 13 Jan,0,0,0,0,0,0,530,0,2,﻿0.0,﻿0.0,8,0,0,﻿Stankovic,0
17763,0,7638,0,﻿7638.jpg,0,﻿0.0,﻿0.0,5,﻿2017-08-10T10:00:26Z,0,0,﻿Hudson,﻿0.0,False,38,170,False,﻿Mark,178,0,0,0,﻿0.0,0,0,﻿0.0,0,0,1140,﻿u,﻿0.0,0,0,40,﻿0.0,0,0,﻿0.1,﻿0.0,0,﻿Retired,0,0,0,0,0,0,30,0,2,﻿0.0,﻿0.0,8,0,0,﻿Hudson,0
433996,4,48760,35,﻿48760.jpg,0,﻿435.2,﻿1.5,25,,0,0,﻿Zanka,﻿14.1,False,38,171,False,﻿Mathias,19347,,1,0,﻿56.5,-1,4,﻿58.0,65,0,666521,﻿a,﻿2.0,0,0,46,﻿3.0,7,2,﻿7.8,﻿0.4,0,﻿,0,0,2,1,0,0,7651,372,2,﻿2.0,﻿89.0,8,,1980,﻿Jorgensen,0
721983,2,74471,32,﻿74471.jpg,0,﻿511.2,﻿3.8,10,﻿2017-09-01T08:31:14Z,4,0,﻿Mooy,﻿14.3,False,38,172,False,﻿Aaron,23336,100,-1,0,﻿518.1,1,6,﻿128.7,77,0,916719,﻿a,﻿4.3,0,0,54,﻿3.5,7,1,﻿6.8,﻿0.8,0,﻿,0,0,2,2,0,0,13131,379,3,﻿4.3,﻿257.0,8,100,1888,﻿Mooy,0
11817,2,51344,20,﻿51344.jpg,0,﻿143.8,﻿1.5,17,﻿2017-11-26T18:31:14Z,1,0,﻿van La Parra,﻿7.1,False,38,173,False,﻿Rajiv,187,100,-2,0,﻿112.9,2,0,﻿57.2,34,0,6669,﻿a,﻿2.0,0,0,48,﻿1.9,4,0,﻿0.1,﻿0.4,0,﻿,0,0,0,2,1,0,153,111,3,﻿2.0,﻿316.0,8,100,1114,﻿van La Parra,0
30490,2,79619,18,﻿79619.jpg,0,﻿196.8,﻿0.3,6,﻿2017-12-16T18:01:15Z,0,0,﻿Hogg,﻿5.5,False,38,174,False,﻿Jonathan,706,100,-1,0,﻿69.2,1,0,﻿27.2,24,0,40358,﻿a,﻿0.8,0,0,44,﻿1.7,4,0,﻿0.3,﻿0.2,0,﻿,0,0,0,0,1,0,150,187,3,﻿0.8,﻿4.0,8,100,1020,﻿Hogg,0
37249,2,168991,5,﻿168991.jpg,0,﻿62.2,﻿0.0,8,﻿2017-10-14T16:31:15Z,0,0,﻿Billing,﻿2.7,False,38,175,False,﻿Philip,341,0,-1,0,﻿49.3,1,0,﻿12.6,12,0,31636,﻿i,﻿0.0,0,0,44,﻿1.7,3,0,﻿0.2,﻿0.0,0,﻿Ankle injury - Expected back 13 Jan,0,0,0,0,0,0,11,52,3,﻿0.0,﻿14.0,8,0,420,﻿Billing,0
4910,1,168172,1,﻿168172.jpg,0,﻿17.4,﻿0.0,18,﻿2017-07-17T06:31:12Z,0,0,﻿Lolley,﻿0.9,False,38,176,False,﻿Joe,121,100,-2,0,﻿17.5,2,0,﻿6.1,4,0,4019,﻿a,﻿0.5,0,0,43,﻿0.8,0,0,﻿0.1,﻿0.1,0,﻿,0,0,0,1,0,0,65,4,3,﻿0.5,﻿26.0,8,100,153,﻿Lolley,0
494,0,167541,0,﻿167541.jpg,0,﻿0.0,﻿0.0,16,﻿2017-07-31T08:09:55Z,0,0,﻿Payne,﻿0.0,False,38,177,False,﻿Jack,5,0,0,0,﻿0.0,0,0,﻿0.0,0,0,109,﻿u,﻿0.0,0,0,45,﻿0.0,0,0,﻿0.0,﻿0.0,0,﻿Season-long loan to Oxford United,0,0,0,0,0,0,4,0,3,﻿0.0,﻿0.0,8,0,0,﻿Payne,0
7001,0,5589,3,﻿5589.jpg,0,﻿5.6,﻿-0.3,4,,0,0,﻿Whitehead,﻿0.7,False,38,178,False,﻿Dean,164,,-2,0,﻿1.1,2,0,﻿0.7,3,0,5189,﻿a,﻿0.2,0,0,43,﻿1.0,0,0,﻿0.1,﻿0.0,0,﻿,0,0,0,0,0,0,44,13,3,﻿0.2,﻿0.0,8,,65,﻿Whitehead,0
601,0,104535,0,﻿104535.jpg,0,﻿0.0,﻿0.0,11,﻿2017-08-06T07:05:36Z,0,0,﻿Bunn,﻿0.0,False,38,179,False,﻿Harry,5,0,0,0,﻿0.0,0,0,﻿0.0,0,0,85,﻿u,﻿0.0,0,0,45,﻿0.0,0,0,﻿0.0,﻿0.0,0,﻿Transferred to Bury,0,0,0,0,0,0,1,0,3,﻿0.0,﻿0.0,8,0,0,﻿Bunn,0
